ROWID,Country,SourceYear,Crop name,Area,Production,Yield,Percentage of area under irrigation ( % ),Comments,YearCode,Year
1228,India,1980-81,Nutri/Coarse Cereals,41780.00,29020.00,695.00,,,1980,"Financial Year (Apr - Mar), 1980"
1229,India,1995-96,Nutri/Coarse Cereals,30880.00,29030.00,940.00,,,1995,"Financial Year (Apr - Mar), 1995"
1230,India,1956-57,Rice,32280.00,29040.00,900.00,35.45,,1956,"Financial Year (Apr - Mar), 1956"
1231,India,2007-08,Nine Oilseeds,26690.00,29760.00,1115.00,,,2007,"Financial Year (Apr - Mar), 2007"
1232,India,2011-12,Nine Oilseeds,26310.00,29800.00,1133.00,,,2011,"Financial Year (Apr - Mar), 2011"
1233,India,1994-95,Nutri/Coarse Cereals,32170.00,29880.00,929.00,,,1994,"Financial Year (Apr - Mar), 1994"
1234,India,1977-78,Nutri/Coarse Cereals,42280.00,30020.00,710.00,,,1977,"Financial Year (Apr - Mar), 1977"
1235,India,1999-00,Nutri/Coarse Cereals,29340.00,30330.00,1034.00,,,1999,"Financial Year (Apr - Mar), 1999"
1236,India,1997-98,Nutri/Coarse Cereals,31050.00,30400.00,986.00,,,1997,"Financial Year (Apr - Mar), 1997"
1237,India,1975-76,Nutri/Coarse Cereals,43800.00,30410.00,694.00,,,1975,"Financial Year (Apr - Mar), 1975"
1238,India,1966-67,Rice,35250.00,30440.00,864.00,37.95,,1966,"Financial Year (Apr - Mar), 1966"
1239,India,1978-79,Nutri/Coarse Cereals,42230.00,30440.00,721.00,,,1978,"Financial Year (Apr - Mar), 1978"
1240,India,1970-71,Nutri/Coarse Cereals,45950.00,30550.00,665.00,,,1970,"Financial Year (Apr - Mar), 1970"
1241,India,1965-66,Rice,35470.00,30590.00,862.00,36.53,,1965,"Financial Year (Apr - Mar), 1965"
1242,India,1993-94,Nutri/Coarse Cereals,32820.00,30820.00,939.00,,,1993,"Financial Year (Apr - Mar), 1993"
1243,India,1958-59,Rice,33170.00,30850.00,930.00,36.29,,1958,"Financial Year (Apr - Mar), 1958"
1244,India,2012-13,Nine Oilseeds,26480.00,30940.00,1168.00,,,2012,"Financial Year (Apr - Mar), 2012"
1245,India,2000-01,Nutri/Coarse Cereals,30260.00,31080.00,1027.00,,,2000,"Financial Year (Apr - Mar), 2000"
1246,India,1981-82,Nutri/Coarse Cereals,42450.00,31090.00,733.00,,,1981,"Financial Year (Apr - Mar), 1981"
1247,India,1984-85,Nutri/Coarse Cereals,39210.00,31170.00,795.00,,,1984,"Financial Year (Apr - Mar), 1984"
1248,India,2016-17,Nine Oilseeds,26180.00,31280.00,1195.00,,,2016,"Financial Year (Apr - Mar), 2016"
1249,India,1998-99,Nutri/Coarse Cereals,29340.00,31340.00,1068.00,,,1998,"Financial Year (Apr - Mar), 1998"
1250,India,2017-18,Nine Oilseeds,24510.00,31460.00,1284.00,,,2017,"Financial Year (Apr - Mar), 2017"
1251,India,1988-89,Nutri/Coarse Cereals,38680.00,31470.00,814.00,,,1988,"Financial Year (Apr - Mar), 1988"
1252,India,2020-21,Maize,9860.00,31510.00,3195.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1253,India,2018-19,Nine Oilseeds,24790.00,31520.00,1271.00,,,2018,"Financial Year (Apr - Mar), 2018"
1254,India,1959-60,Rice,33820.00,31680.00,937.00,35.84,,1959,"Financial Year (Apr - Mar), 1959"
1255,India,1977-78,Wheat,21460.00,31750.00,1480.00,64.60,,1977,"Financial Year (Apr - Mar), 1977"
1256,India,1979-80,Wheat,22170.00,31830.00,1436.00,68.32,,1979,"Financial Year (Apr - Mar), 1979"
1257,India,2010-11,Nine Oilseeds,27220.00,32480.00,1193.00,,,2010,"Financial Year (Apr - Mar), 2010"
1258,India,1990-91,Nutri/Coarse Cereals,36320.00,32700.00,900.00,,,1990,"Financial Year (Apr - Mar), 1990"
1259,India,2013-14,Nine Oilseeds,28050.00,32750.00,1168.00,,,2013,"Financial Year (Apr - Mar), 2013"
1260,India,1962-63,Rice,35690.00,33210.00,931.00,37.39,,1962,"Financial Year (Apr - Mar), 1962"
1261,India,2019-20,Nine Oilseeds,27140.00,33220.00,1224.00,,,2019,"Financial Year (Apr - Mar), 2019"
1262,India,2001-02,Nutri/Coarse Cereals,29520.00,33380.00,1131.00,,,2001,"Financial Year (Apr - Mar), 2001"
1263,India,2004-05,Nutri/Coarse Cereals,29030.00,33460.00,1153.00,,,2004,"Financial Year (Apr - Mar), 2004"
1264,India,2009-10,Nutri/Coarse Cereals,27680.00,33550.00,1212.00,,,2009,"Financial Year (Apr - Mar), 2009"
1265,India,1983-84,Nutri/Coarse Cereals,41710.00,33900.00,813.00,,,1983,"Financial Year (Apr - Mar), 1983"
1266,India,2006-07,Nutri/Coarse Cereals,28710.00,33920.00,1182.00,,,2006,"Financial Year (Apr - Mar), 2006"
1267,India,2005-06,Nutri/Coarse Cereals,29060.00,34070.00,1172.00,,,2005,"Financial Year (Apr - Mar), 2005"
1268,India,1996-97,Nutri/Coarse Cereals,31810.00,34110.00,1072.00,,,1996,"Financial Year (Apr - Mar), 1996"
1269,India,2008-09,Potato,1830.00,34390.00,18810.00,,,2008,"Financial Year (Apr - Mar), 2008"
1270,India,1960-61,Rice,34130.00,34580.00,1013.00,36.77,,1960,"Financial Year (Apr - Mar), 1960"
1271,India,1989-90,Nutri/Coarse Cereals,37690.00,34760.00,922.00,,,1989,"Financial Year (Apr - Mar), 1989"
1272,India,1978-79,Wheat,22640.00,35510.00,1568.00,65.96,,1978,"Financial Year (Apr - Mar), 1978"
1273,India,1961-62,Rice,34690.00,35660.00,1028.00,37.47,,1961,"Financial Year (Apr - Mar), 1961"
1274,India,2020-21,Nine Oilseeds,28790.00,36100.00,1254.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1275,India,1980-81,Wheat,22280.00,36310.00,1630.00,69.98,,1980,"Financial Year (Apr - Mar), 1980"
1276,India,2009-10,Potato,1840.00,36580.00,19951.00,,,2009,"Financial Year (Apr - Mar), 2009"
1277,India,1992-93,Nutri/Coarse Cereals,34420.00,36590.00,1063.00,,,1992,"Financial Year (Apr - Mar), 1992"
1278,India,1963-64,Rice,35810.00,37000.00,1033.00,37.08,,1963,"Financial Year (Apr - Mar), 1963"
1279,India,1981-82,Wheat,22140.00,37450.00,1691.00,70.68,,1981,"Financial Year (Apr - Mar), 1981"
1280,India,2003-04,Nutri/Coarse Cereals,30800.00,37600.00,1221.00,,,2003,"Financial Year (Apr - Mar), 2003"
1281,India,1967-68,Rice,36440.00,37610.00,1032.00,38.56,,1967,"Financial Year (Apr - Mar), 1967"
1282,India,2015-16,Nutri/Coarse Cereals,24390.00,38520.00,1579.00,,,2015,"Financial Year (Apr - Mar), 2015"
1283,India,1972-73,Rice,36690.00,39240.00,1070.00,39.08,,1972,"Financial Year (Apr - Mar), 1972"
1284,India,1964-65,Rice,36460.00,39310.00,1078.00,37.28,,1964,"Financial Year (Apr - Mar), 1964"
1286,India,1968-69,Rice,36970.00,39760.00,1075.00,38.42,,1968,"Financial Year (Apr - Mar), 1968"
1287,India,2008-09,Nutri/Coarse Cereals,27450.00,40040.00,1459.00,,,2008,"Financial Year (Apr - Mar), 2008"
1288,India,2012-13,Nutri/Coarse Cereals,24760.00,40040.00,1617.00,,,2012,"Financial Year (Apr - Mar), 2012"
1289,India,1969-70,Rice,37680.00,40430.00,1073.00,38.23,,1969,"Financial Year (Apr - Mar), 1969"
1290,India,2007-08,Nutri/Coarse Cereals,28480.00,40750.00,1431.00,,,2007,"Financial Year (Apr - Mar), 2007"
1291,India,2011-12,Potato,1910.00,41480.00,21753.00,,,2011,"Financial Year (Apr - Mar), 2011"
1292,India,2013-14,Potato,1970.00,41560.00,21060.00,,,2013,"Financial Year (Apr - Mar), 2013"
1293,India,1976-77,Rice,38510.00,41920.00,1089.00,38.39,,1976,"Financial Year (Apr - Mar), 1976"
1294,India,2011-12,Nutri/Coarse Cereals,26420.00,42010.00,1590.00,,,2011,"Financial Year (Apr - Mar), 2011"
1295,India,1970-71,Rice,37590.00,42220.00,1123.00,38.36,,1970,"Financial Year (Apr - Mar), 1970"
1296,India,1979-80,Rice,39420.00,42330.00,1074.00,42.83,,1979,"Financial Year (Apr - Mar), 1979"
1297,India,2010-11,Potato,1860.00,42340.00,22724.00,,,2010,"Financial Year (Apr - Mar), 2010"
1298,India,1982-83,Wheat,23570.00,42790.00,1816.00,72.53,,1982,"Financial Year (Apr - Mar), 1982"
1299,India,2014-15,Nutri/Coarse Cereals,25170.00,42860.00,1703.00,,,2014,"Financial Year (Apr - Mar), 2014"
1300,India,2018-19,Nutri/Coarse Cereals,22150.00,43060.00,1944.00,,,2018,"Financial Year (Apr - Mar), 2018"
1301,India,1971-72,Rice,37760.00,43070.00,1141.00,37.21,,1971,"Financial Year (Apr - Mar), 1971"
1302,India,2013-14,Nutri/Coarse Cereals,25220.00,43290.00,1717.00,,,2013,"Financial Year (Apr - Mar), 2013"
1303,India,2010-11,Nutri/Coarse Cereals,28340.00,43400.00,1531.00,,,2010,"Financial Year (Apr - Mar), 2010"
1304,India,2015-16,Potato,2120.00,43420.00,20509.00,,,2015,"Financial Year (Apr - Mar), 2015"
1305,India,2016-17,Nutri/Coarse Cereals,25010.00,43770.00,1750.00,,,2016,"Financial Year (Apr - Mar), 2016"
1306,India,1973-74,Rice,38290.00,44050.00,1150.00,38.38,,1973,"Financial Year (Apr - Mar), 1973"
1307,India,1984-85,Wheat,23560.00,44070.00,1870.00,74.47,,1984,"Financial Year (Apr - Mar), 1984"
1308,India,1986-87,Wheat,23130.00,44320.00,1916.00,76.34,,1986,"Financial Year (Apr - Mar), 1986"
1309,India,1953-54,Sugarcane,1410.00,44410.00,31497.00,67.66,,1953,"Financial Year (Apr - Mar), 1953"
1310,India,2012-13,Potato,1990.00,45340.00,22760.00,,,2012,"Financial Year (Apr - Mar), 2012"
1311,India,1983-84,Wheat,24670.00,45480.00,1843.00,73.00,,1983,"Financial Year (Apr - Mar), 1983"
1312,India,1987-88,Wheat,23060.00,46170.00,2002.00,76.84,,1987,"Financial Year (Apr - Mar), 1987"
1313,India,2017-18,Nutri/Coarse Cereals,24290.00,46970.00,1934.00,,,2017,"Financial Year (Apr - Mar), 2017"
1314,India,1985-86,Wheat,23000.00,47050.00,2046.00,74.61,,1985,"Financial Year (Apr - Mar), 1985"
1315,India,1982-83,Rice,38260.00,47120.00,1232.00,41.96,,1982,"Financial Year (Apr - Mar), 1982"
1316,India,2019-20,Nutri/Coarse Cereals,23990.00,47750.00,1991.00,,,2019,"Financial Year (Apr - Mar), 2019"
1317,India,2014-15,Potato,2080.00,48010.00,23126.00,,,2014,"Financial Year (Apr - Mar), 2014"
1318,India,2019-20,Potato,2050.00,48560.00,23688.00,,,2019,"Financial Year (Apr - Mar), 2019"
1319,India,2016-17,Potato,2180.00,48600.00,22303.00,,,2016,"Financial Year (Apr - Mar), 2016"
1320,India,1975-76,Rice,39480.00,48740.00,1235.00,38.66,,1975,"Financial Year (Apr - Mar), 1975"
1321,India,1989-90,Wheat,23500.00,49850.00,2121.00,80.27,,1989,"Financial Year (Apr - Mar), 1989"
1322,India,2018-19,Potato,2170.00,50190.00,23129.00,,,2018,"Financial Year (Apr - Mar), 2018"
1323,India,1950-51,Foodgrains,97320.00,50820.00,522.00,18.10,,1950,"Financial Year (Apr - Mar), 1950"
1324,India,1952-53,Sugarcane,1730.00,51000.00,29495.00,66.29,,1952,"Financial Year (Apr - Mar), 1952"
1325,India,2020-21,Nutri/Coarse Cereals,23830.00,51150.00,2146.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1326,India,2017-18,Potato,2140.00,51310.00,23957.00,,,2017,"Financial Year (Apr - Mar), 2017"
1327,India,1951-52,Foodgrains,96960.00,51990.00,536.00,18.41,,1951,"Financial Year (Apr - Mar), 1951"
1328,India,1977-78,Rice,40280.00,52670.00,1308.00,40.21,,1977,"Financial Year (Apr - Mar), 1977"
1329,India,1981-82,Rice,40710.00,53250.00,1308.00,41.53,,1981,"Financial Year (Apr - Mar), 1981"
1330,India,1980-81,Rice,40150.00,53630.00,1336.00,40.67,,1980,"Financial Year (Apr - Mar), 1980"
1331,India,1978-79,Rice,40480.00,53770.00,1328.00,41.64,,1978,"Financial Year (Apr - Mar), 1978"
1332,India,1988-89,Wheat,24110.00,54110.00,2244.00,79.25,,1988,"Financial Year (Apr - Mar), 1988"
1333,India,2020-21,Potato,2250.00,54230.00,24102.00,,* 3rd Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1334,India,1990-91,Wheat,24170.00,55140.00,2281.00,81.14,,1990,"Financial Year (Apr - Mar), 1990"
1335,India,1991-92,Wheat,23260.00,55690.00,2394.00,83.68,,1991,"Financial Year (Apr - Mar), 1991"
1336,India,1987-88,Rice,38810.00,56860.00,1465.00,43.61,,1987,"Financial Year (Apr - Mar), 1987"
1337,India,1950-51,Sugarcane,1710.00,57050.00,33422.00,67.33,,1950,"Financial Year (Apr - Mar), 1950"
1338,India,1992-93,Wheat,24590.00,57210.00,2327.00,84.24,,1992,"Financial Year (Apr - Mar), 1992"
1339,India,1984-85,Rice,41160.00,58340.00,1417.00,43.72,,1984,"Financial Year (Apr - Mar), 1984"
1340,India,1954-55,Sugarcane,1620.00,58740.00,36303.00,68.79,,1954,"Financial Year (Apr - Mar), 1954"
1341,India,1952-53,Foodgrains,102090.00,59200.00,580.00,18.09,,1952,"Financial Year (Apr - Mar), 1952"
1342,India,1993-94,Wheat,25150.00,59840.00,2380.00,84.77,,1993,"Financial Year (Apr - Mar), 1993"
1343,India,1983-84,Rice,41240.00,60100.00,1457.00,42.70,,1983,"Financial Year (Apr - Mar), 1983"
1344,India,1955-56,Sugarcane,1850.00,60540.00,32779.00,67.19,,1955,"Financial Year (Apr - Mar), 1955"
1345,India,1986-87,Rice,41170.00,60560.00,1471.00,44.09,,1986,"Financial Year (Apr - Mar), 1986"
1346,India,1951-52,Sugarcane,1940.00,61630.00,31786.00,68.77,,1951,"Financial Year (Apr - Mar), 1951"
1347,India,1995-96,Wheat,25010.00,62100.00,2483.00,85.80,,1995,"Financial Year (Apr - Mar), 1995"
1348,India,1985-86,Rice,41140.00,63830.00,1552.00,42.86,,1985,"Financial Year (Apr - Mar), 1985"
1349,India,1957-58,Foodgrains,109480.00,64310.00,587.00,19.28,,1957,"Financial Year (Apr - Mar), 1957"
1350,India,2002-03,Wheat,25200.00,65760.00,2610.00,88.80,,2002,"Financial Year (Apr - Mar), 2002"
1351,India,1994-95,Wheat,25700.00,65770.00,2559.00,85.12,,1994,"Financial Year (Apr - Mar), 1994"
1352,India,1997-98,Wheat,26700.00,66350.00,2485.00,86.33,,1997,"Financial Year (Apr - Mar), 1997"
1353,India,1955-56,Foodgrains,110560.00,66850.00,605.00,18.53,,1955,"Financial Year (Apr - Mar), 1955"
1354,India,1954-55,Foodgrains,107860.00,68030.00,631.00,18.42,,1954,"Financial Year (Apr - Mar), 1954"
1355,India,2004-05,Wheat,26380.00,68640.00,2602.00,89.85,,2004,"Financial Year (Apr - Mar), 2004"
1356,India,1956-57,Sugarcane,2050.00,69050.00,33683.00,64.93,,1956,"Financial Year (Apr - Mar), 1956"
1357,India,1996-97,Wheat,25890.00,69350.00,2679.00,86.86,,1996,"Financial Year (Apr - Mar), 1996"
1358,India,2005-06,Wheat,26480.00,69350.00,2619.00,90.55,,2005,"Financial Year (Apr - Mar), 2005"
1359,India,2000-01,Wheat,25730.00,69680.00,2708.00,88.37,,2000,"Financial Year (Apr - Mar), 2000"
1360,India,1953-54,Foodgrains,109070.00,69820.00,640.00,18.13,,1953,"Financial Year (Apr - Mar), 1953"
1361,India,1956-57,Foodgrains,111140.00,69860.00,629.00,18.15,,1956,"Financial Year (Apr - Mar), 1956"
1362,India,1988-89,Rice,41730.00,70490.00,1689.00,45.79,,1988,"Financial Year (Apr - Mar), 1988"
1363,India,1957-58,Sugarcane,2070.00,71160.00,34325.00,65.19,,1957,"Financial Year (Apr - Mar), 1957"
1364,India,1998-99,Wheat,27520.00,71290.00,2590.00,86.60,,1998,"Financial Year (Apr - Mar), 1998"
1365,India,2002-03,Rice,41180.00,71820.00,1744.00,51.32,,2002,"Financial Year (Apr - Mar), 2002"
1366,India,2003-04,Wheat,26590.00,72160.00,2713.00,89.56,,2003,"Financial Year (Apr - Mar), 2003"
1367,India,1965-66,Foodgrains,115100.00,72350.00,629.00,20.92,,1965,"Financial Year (Apr - Mar), 1965"
1368,India,2001-02,Wheat,26340.00,72770.00,2762.00,88.60,,2001,"Financial Year (Apr - Mar), 2001"
1369,India,1992-93,Rice,41780.00,72860.00,1744.00,48.02,,1992,"Financial Year (Apr - Mar), 1992"
1370,India,1958-59,Sugarcane,1950.00,73360.00,37658.00,67.40,,1958,"Financial Year (Apr - Mar), 1958"
1371,India,1989-90,Rice,42170.00,73570.00,1745.00,46.09,,1989,"Financial Year (Apr - Mar), 1989"
1372,India,1966-67,Foodgrains,115300.00,74230.00,644.00,22.21,,1966,"Financial Year (Apr - Mar), 1966"
1373,India,1990-91,Rice,42690.00,74290.00,1740.00,45.55,,1990,"Financial Year (Apr - Mar), 1990"
1374,India,1991-92,Rice,42650.00,74680.00,1751.00,47.30,,1991,"Financial Year (Apr - Mar), 1991"
1375,India,2006-07,Wheat,27990.00,75810.00,2708.00,90.85,,2006,"Financial Year (Apr - Mar), 2006"
1376,India,1999-00,Wheat,27490.00,76370.00,2778.00,87.16,,1999,"Financial Year (Apr - Mar), 1999"
1377,India,1959-60,Foodgrains,115820.00,76670.00,662.00,18.77,,1959,"Financial Year (Apr - Mar), 1959"
1378,India,1995-96,Rice,42840.00,76980.00,1797.00,49.91,,1995,"Financial Year (Apr - Mar), 1995"
1379,India,1958-59,Foodgrains,114760.00,77140.00,672.00,18.69,,1958,"Financial Year (Apr - Mar), 1958"
1380,India,1959-60,Sugarcane,2140.00,77820.00,36414.00,67.88,,1959,"Financial Year (Apr - Mar), 1959"
1381,India,2007-08,Wheat,28040.00,78570.00,2802.00,91.32,,2007,"Financial Year (Apr - Mar), 2007"
1382,India,1962-63,Foodgrains,117840.00,80150.00,680.00,19.80,,1962,"Financial Year (Apr - Mar), 1962"
1383,India,1993-94,Rice,42540.00,80300.00,1888.00,48.60,,1993,"Financial Year (Apr - Mar), 1993"
1384,India,1963-64,Foodgrains,117420.00,80640.00,687.00,19.83,,1963,"Financial Year (Apr - Mar), 1963"
1385,India,2008-09,Wheat,27750.00,80680.00,2907.00,91.69,,2008,"Financial Year (Apr - Mar), 2008"
1386,India,2009-10,Wheat,28460.00,80800.00,2839.00,91.76,,2009,"Financial Year (Apr - Mar), 2009"
1387,India,1996-97,Rice,43430.00,81730.00,1882.00,53.46,,1996,"Financial Year (Apr - Mar), 1996"
1388,India,1994-95,Rice,42810.00,81810.00,1911.00,49.87,,1994,"Financial Year (Apr - Mar), 1994"
1389,India,1960-61,Foodgrains,115580.00,82020.00,710.00,19.09,,1960,"Financial Year (Apr - Mar), 1960"
1390,India,1997-98,Rice,43450.00,82540.00,1900.00,53.22,,1997,"Financial Year (Apr - Mar), 1997"
1391,India,1961-62,Foodgrains,117230.00,82710.00,706.00,19.14,,1961,"Financial Year (Apr - Mar), 1961"
1392,India,2004-05,Rice,41910.00,83130.00,1984.00,55.23,,2004,"Financial Year (Apr - Mar), 2004"
1393,India,2000-01,Rice,44710.00,84980.00,1901.00,54.37,,2000,"Financial Year (Apr - Mar), 2000"
1394,India,1998-99,Rice,44800.00,86080.00,1921.00,55.08,,1998,"Financial Year (Apr - Mar), 1998"
1395,India,2014-15,Wheat,31470.00,86530.00,2750.00,94.28,,2014,"Financial Year (Apr - Mar), 2014"
1396,India,2010-11,Wheat,29070.00,86870.00,2988.00,92.18,,2010,"Financial Year (Apr - Mar), 2010"
1397,India,2003-04,Rice,42590.00,88530.00,2079.00,52.89,,2003,"Financial Year (Apr - Mar), 2003"
1398,India,2009-10,Rice,41920.00,89090.00,2125.00,56.88,,2009,"Financial Year (Apr - Mar), 2009"
1399,India,1964-65,Foodgrains,118110.00,89360.00,757.00,20.22,,1964,"Financial Year (Apr - Mar), 1964"
1400,India,1999-00,Rice,45160.00,89680.00,1986.00,55.09,,1999,"Financial Year (Apr - Mar), 1999"
1401,India,2005-06,Rice,43660.00,91790.00,2102.00,56.83,,2005,"Financial Year (Apr - Mar), 2005"
1402,India,1962-63,Sugarcane,2240.00,91910.00,40996.00,67.75,,1962,"Financial Year (Apr - Mar), 1962"
1403,India,2015-16,Wheat,30420.00,92290.00,3034.00,94.23,,2015,"Financial Year (Apr - Mar), 2015"
1404,India,1966-67,Sugarcane,2300.00,92830.00,40336.00,70.98,,1966,"Financial Year (Apr - Mar), 1966"
1405,India,2001-02,Rice,44900.00,93340.00,2079.00,54.56,,2001,"Financial Year (Apr - Mar), 2001"
1406,India,2006-07,Rice,43810.00,93360.00,2131.00,58.02,,2006,"Financial Year (Apr - Mar), 2006"
1407,India,2012-13,Wheat,30000.00,93510.00,3117.00,93.49,,2012,"Financial Year (Apr - Mar), 2012"
1408,India,1968-69,Foodgrains,120430.00,94010.00,781.00,23.55,,1968,"Financial Year (Apr - Mar), 1968"
1409,India,2011-12,Wheat,29860.00,94880.00,3177.00,93.05,,2011,"Financial Year (Apr - Mar), 2011"
1410,India,1967-68,Foodgrains,121420.00,95050.00,783.00,21.58,,1967,"Financial Year (Apr - Mar), 1967"
1411,India,1967-68,Sugarcane,2050.00,95500.00,40665.00,74.08,,1967,"Financial Year (Apr - Mar), 1967"
1412,India,2013-14,Wheat,30470.00,95850.00,3146.00,93.64,,2013,"Financial Year (Apr - Mar), 2013"
1413,India,2010-11,Rice,42860.00,95980.00,2239.00,58.83,,2010,"Financial Year (Apr - Mar), 2010"
1414,India,2007-08,Rice,43910.00,96690.00,2202.00,57.73,,2007,"Financial Year (Apr - Mar), 2007"
1415,India,1972-73,Foodgrains,119280.00,97030.00,813.00,25.35,,1972,"Financial Year (Apr - Mar), 1972"
1416,India,2016-17,Wheat,30790.00,98510.00,3200.00,94.50,,2016,"Financial Year (Apr - Mar), 2016"
1417,India,2008-09,Rice,45540.00,99180.00,2178.00,58.80,,2008,"Financial Year (Apr - Mar), 2008"
1418,India,1969-70,Foodgrains,123570.00,99500.00,805.00,23.70,,1969,"Financial Year (Apr - Mar), 1969"
1419,India,1974-75,Foodgrains,121080.00,99830.00,824.00,26.52,,1974,"Financial Year (Apr - Mar), 1974"
1420,India,2017-18,Wheat,29650.00,99870.00,3368.00,94.66,,2017,"Financial Year (Apr - Mar), 2017"
1421,India,2018-19,Wheat,29320.00,103600.00,3534.00,95.34,,2018,"Financial Year (Apr - Mar), 2018"
1422,India,1961-62,Sugarcane,2460.00,103970.00,42349.00,68.04,,1961,"Financial Year (Apr - Mar), 1961"
1423,India,1963-64,Sugarcane,2250.00,104230.00,46353.00,69.64,,1963,"Financial Year (Apr - Mar), 1963"
1424,India,2015-16,Rice,43500.00,104410.00,2400.00,60.12,,2015,"Financial Year (Apr - Mar), 2015"
1425,India,1973-74,Foodgrains,126540.00,104670.00,827.00,24.47,,1973,"Financial Year (Apr - Mar), 1973"
1426,India,1971-72,Foodgrains,122620.00,105170.00,858.00,24.49,,1971,"Financial Year (Apr - Mar), 1971"
1427,India,2012-13,Rice,42750.00,105230.00,2461.00,58.47,,2012,"Financial Year (Apr - Mar), 2012"
1428,India,2011-12,Rice,44010.00,105300.00,2393.00,58.57,,2011,"Financial Year (Apr - Mar), 2011"
1429,India,2014-15,Rice,44110.00,105480.00,2391.00,60.04,,2014,"Financial Year (Apr - Mar), 2014"
1430,India,2013-14,Rice,44140.00,106650.00,2416.00,59.60,,2013,"Financial Year (Apr - Mar), 2013"
1431,India,2019-20,Wheat,31360.00,107860.00,3440.00,,,2019,"Financial Year (Apr - Mar), 2019"
1432,India,1970-71,Foodgrains,124320.00,108420.00,872.00,24.11,,1970,"Financial Year (Apr - Mar), 1970"
1433,India,2020-21,Wheat,31610.00,109520.00,3464.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1434,India,1979-80,Foodgrains,125210.00,109700.00,876.00,30.35,,1979,"Financial Year (Apr - Mar), 1979"
1435,India,2016-17,Rice,43990.00,109700.00,2494.00,60.59,,2016,"Financial Year (Apr - Mar), 2016"
1436,India,1960-61,Sugarcane,2420.00,110000.00,45549.00,69.26,,1960,"Financial Year (Apr - Mar), 1960"
1437,India,1976-77,Foodgrains,124360.00,111170.00,894.00,27.36,,1976,"Financial Year (Apr - Mar), 1976"
1438,India,2017-18,Rice,43770.00,112760.00,2576.00,61.25,,2017,"Financial Year (Apr - Mar), 2017"
1439,India,1971-72,Sugarcane,2390.00,113570.00,47511.00,71.80,,1971,"Financial Year (Apr - Mar), 1971"
1440,India,2018-19,Rice,44160.00,116480.00,2638.00,62.69,,2018,"Financial Year (Apr - Mar), 2018"
1441,India,2019-20,Rice,43660.00,118870.00,2722.00,,,2019,"Financial Year (Apr - Mar), 2019"
1442,India,1975-76,Foodgrains,128180.00,121030.00,944.00,26.52,,1975,"Financial Year (Apr - Mar), 1975"
1443,India,1964-65,Sugarcane,2600.00,121910.00,46838.00,71.52,,1964,"Financial Year (Apr - Mar), 1964"
1444,India,2020-21,Rice,45070.00,122270.00,2713.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1445,India,1965-66,Sugarcane,2840.00,123990.00,43717.00,71.14,,1965,"Financial Year (Apr - Mar), 1965"
1446,India,1968-69,Sugarcane,2530.00,124680.00,49236.00,76.95,,1968,"Financial Year (Apr - Mar), 1968"
1447,India,1972-73,Sugarcane,2450.00,124870.00,50933.00,75.01,,1972,"Financial Year (Apr - Mar), 1972"
1448,India,1970-71,Sugarcane,2620.00,126370.00,48322.00,72.38,,1970,"Financial Year (Apr - Mar), 1970"
1449,India,1977-78,Foodgrains,127520.00,126410.00,991.00,27.72,,1977,"Financial Year (Apr - Mar), 1977"
1450,India,1979-80,Sugarcane,2610.00,128830.00,49358.00,77.20,,1979,"Financial Year (Apr - Mar), 1979"
1451,India,1982-83,Foodgrains,125100.00,129520.00,1035.00,30.83,,1982,"Financial Year (Apr - Mar), 1982"
1452,India,1980-81,Foodgrains,126670.00,129590.00,1023.00,29.66,,1980,"Financial Year (Apr - Mar), 1980"
1453,India,1978-79,Foodgrains,129010.00,131900.00,1022.00,28.79,,1978,"Financial Year (Apr - Mar), 1978"
1454,India,1981-82,Foodgrains,129140.00,133300.00,1032.00,29.59,,1981,"Financial Year (Apr - Mar), 1981"
1455,India,1969-70,Sugarcane,2750.00,135020.00,49121.00,75.48,,1969,"Financial Year (Apr - Mar), 1969"
1456,India,1987-88,Foodgrains,119690.00,140350.00,1173.00,33.48,,1987,"Financial Year (Apr - Mar), 1987"
1457,India,1975-76,Sugarcane,2760.00,140600.00,50903.00,77.98,,1975,"Financial Year (Apr - Mar), 1975"
1458,India,1973-74,Sugarcane,2750.00,140810.00,51163.00,76.46,,1973,"Financial Year (Apr - Mar), 1973"
1459,India,1986-87,Foodgrains,127200.00,143420.00,1128.00,32.64,,1986,"Financial Year (Apr - Mar), 1986"
1460,India,1974-75,Sugarcane,2890.00,144290.00,49855.00,77.87,,1974,"Financial Year (Apr - Mar), 1974"
1461,India,1984-85,Foodgrains,126670.00,145540.00,1149.00,31.88,,1984,"Financial Year (Apr - Mar), 1984"
1462,India,1985-86,Foodgrains,128020.00,150440.00,1175.00,31.38,,1985,"Financial Year (Apr - Mar), 1985"
1463,India,1978-79,Sugarcane,3090.00,151660.00,49114.00,77.77,,1978,"Financial Year (Apr - Mar), 1978"
